id,line_id,geometry,buildstart,opening,closure,length
1104,186,"LINESTRING(116.609610925288 40.0522903344617,116.61037206634 40.0474026153653,116.61083720811 40.0434209692644,116.61083720811 40.0417699746374,116.609864638981 40.0404103019849,116.608215500029 40.0387268601707,116.605001793358 40.0367843756757,116.60153437302 40.0355217310761,116.597390382835 40.0354893552651,116.591089826339 40.0356512341663,116.586486302191 40.0357159856052,116.581792599031 40.0351332203358,116.575576613766 40.0344533212342,116.572320621479 40.0341295573705,116.570164055168 40.0334820250322,116.567626918318 40.0322840740018,116.562753331285 40.0303706623478,116.559751052692 40.0297230943219,116.556960202175 40.0295288227194,116.554338494094 40.0288164887592,116.550997930576 40.02752131706,116.523330507748 40.0176313231698,116.515001921333 40.0147046732883,116.511238501687 40.0132796883701,116.509039649735 40.0118222866553,116.50426137537 40.0074498947814,116.493297104829 39.9977148686397,116.479304426038 39.984959910154,116.463849325547 39.9710337501853,116.45092218087 39.9593070606598,116.439255138731 39.9481218923268,116.434138579416 39.943939938362,116.431390014515 39.9418650756311,116.429487161871 39.9408276206656,116.428556878383 39.9405034127636,116.427076881894 39.940438571007)",2005,2008,999999,21367
610,177,"LINESTRING(116.609107049297 39.9234942795205,116.614506951698 39.9245561164802,116.621083755889 39.9257241181154,116.625999051656 39.9260426605577,116.632783544412 39.9259364799083,116.637560381121 39.9257241181154,116.640468020886 39.9259364799083,116.643098742537 39.9264142915337,116.645244857596 39.9266266511857,116.647390972655 39.9264142915337,116.650160153363 39.9257241181154,116.652286133149 39.9248434118758,116.654304771175 39.9222371456462,116.655974893382 39.9185824088181,116.658852924692 39.9151757505211,116.662670560824 39.9127375451213,116.666962789833 39.9099762573582,116.672016544614 39.9062589646659,116.673747282588 39.9050375244611,116.678177971721 39.9030194451223,116.68267789036 39.9019572742265,116.687939333704 39.9007357573325,116.692785399964 39.9004170971724,116.698462220436 39.9006295374438,116.71477468706 39.9015717439601,116.726612934639 39.9016248531947,116.733743574972 39.9018903987506,116.741888172758 39.9013923374185)",2011,2014,999999,12624
1175,325,"LINESTRING(139.745015014513 35.6742768043052,139.744161733621 35.6740047723684,139.743376395556 35.6738953029273,139.741734063039 35.6737737183283,139.74052125255 35.6739346646499,139.739084798252 35.6745071570627,139.738234101958 35.6754385766215,139.737371076707 35.6767104976138,139.736902577301 35.6777720854403)",1958,1959,999999,976
1153,324,"LINESTRING(139.702844737306 35.6580020579434,139.704119801656 35.6582353918176,139.704625232566 35.6585713913759,139.705842861609 35.6599900406448,139.708602325553 35.661755739358,139.709142556066 35.6620942221334,139.709672245244 35.6624298486407,139.710721082352 35.6630868234896,139.711188741122 35.6635770667523,139.711677482471 35.6641258295881,139.712619827476 35.6651377022859)",1934,1938,999999,1214
1122,308,"LINESTRING(-2.9361634224808 43.2684762671973,-2.93686580082291 43.2687366444529,-2.93742478147226 43.268865547683,-2.93823321540967 43.2689388509709,-2.93900979703619 43.2689310568137,-2.93993341664299 43.2687684342682,-2.94070130976914 43.2685667249808,-2.94143672057649 43.2682207956002,-2.94208118545981 43.2677793025124,-2.9424508671782 43.2674014552711,-2.94292410116748 43.2667091446957,-2.94336827989005 43.266395670931,-2.94387956601585 43.2662666283357,-2.9447891004601 43.2660382871803,-2.94513600003089 43.2658222820102,-2.94550685226267 43.2655086920786,-2.94562796905262 43.2652777480919,-2.94549444594495 43.2650129852285,-2.94573997863964 43.2644566687788,-2.94711358268194 43.260908857384,-2.94733610782436 43.2608548614306,-2.9476688072337 43.260938905932,-2.94913148921162 43.2618665984799)",2000,2003,999999,1658
1135,310,"LINESTRING(-2.97924959937521 43.3801148891955,-2.97827851030598 43.3804979084547,-2.97738811354807 43.3807259605772,-2.97631636606025 43.3808461785142,-2.97531233069296 43.3808221243988,-2.9665046740725 43.3805934592385,-2.96503786079742 43.3804367373976,-2.96403622304445 43.3800999395342,-2.96212908694432 43.3791790416005,-2.96126850295752 43.3788460815863,-2.96044126049708 43.3785851805722,-2.95977307192464 43.3785259718157,-2.95928140954447 43.3785733362476,-2.95604194077407 43.3799187758746,-2.95486054968441 43.3802276780953,-2.95308634244128 43.3804897406395,-2.95060268563492 43.3807285252174,-2.94989303681447 43.3808361483729,-2.94930599540342 43.3811596532157,-2.94906359973993 43.3814720802368,-2.94900007069802 43.3818336798955,-2.94930276169575 43.3825604599315,-2.95022906592087 43.3835087443783,-2.95030281936883 43.3839803966563,-2.9500478667 43.3845609677466,-2.94940158958565 43.384953711712,-2.94864084792007 43.3852282787068,-2.94784005884148 43.3856954270901,-2.94740826508604 43.3863819310519,-2.94705614346228 43.3875970158976,-2.94656989075321 43.3886736996577,-2.94599943535601 43.3893150326756,-2.94484282012587 43.3902240673912,-2.94438494363661 43.3906693645339,-2.94413696521613 43.3912133820345,-2.9440326379729 43.391894149887,-2.94432389129045 43.3931420926891,-2.9448320914895 43.3945340445622,-2.9452929533729 43.3953582814835,-2.9460499142364 43.3964121249713,-2.94647821870296 43.3973471184602,-2.94664706699911 43.3981809114052,-2.94669257854804 43.3991128801495,-2.94644895657356 43.4013871968921)",1995,1995,2014,5062
1173,338,"LINESTRING(14.4610917834342 50.0421060076021,14.4602180209918 50.0414635814336,14.4600975020265 50.0412662078147,14.4599830090187 50.0409372499731,14.4599830090187 50.0407243937038,14.459699789303 50.0399586642091,14.45946477734 50.0394555376018,14.4591454020952 50.0391072161007,14.4583077953363 50.0385189340394,14.4576358785343 50.0380116036358,14.4571236729675 50.0375471604294,14.4567139085037 50.0371059352259,14.4562619623674 50.0364541359774,14.4560510541935 50.0359354906136,14.4558702757557 50.0354207101975,14.4557798865368 50.035192347193,14.4554906409454 50.0341733829787,14.4552857587186 50.0335385920627,14.4551028441183 50.0327594357219,14.4549883511104 50.032159463447,14.45494014345 50.0313887539281,14.4549521953444 50.030424896338,14.4549461693972 50.0299952186491,14.454988350947 50.0296941925385,14.4549280914643 50.0294270919808,14.4547533389737 50.0291832162648,14.4544279377919 50.028989663229,14.4528190096937 50.0285754571078,14.4514296639049 50.0282077009444,14.4512127297735 50.0280838245748,14.4512790151612 50.0278749314941,14.4513392746439 50.026380641109,14.4514176118652 50.0237853900909,14.451435689707 50.0230033431493,14.4514597933516 50.0219711757279,14.4514899230878 50.0211542539602,14.4516285198948 50.0206741607549,14.4518454538622 50.0202187535662,14.4529723061196 50.0186312994104,14.4546601461563 50.0163914299558,14.4551689874673 50.0154789598202,14.4570205086103 50.0140721648563,14.4573636806568 50.013767995391,14.4584641979012 50.0124144179183,14.4594582134784 50.0111596631775,14.4602155586763 50.010414399396,14.4611108247128 50.0098401919049,14.4621995084398 50.0088743621549,14.4632526916143 50.0075434625837,14.4634656949487 50.0066612459873,14.4642585407597 50.0048898339399,14.4649212178078 50.0037337588693,14.4662154300578 50.0018527915083,14.4663219317249 50.0016474251282,14.4667834389561 50.0003087190562,14.4672804467498 49.9989395492848,14.4676236188465 49.9978678619748,14.4676591194089 49.9951217372135,14.467599951863 49.9940769291283,14.4676946200127 49.9935672322185,14.4681324602089 49.9928369108023,14.4685466333603 49.9913914503116,14.4686886355899 49.9909882351595,14.4680614590942 49.9909197643275,14.4684046311407 49.9907904302604,14.4688543048544 49.9908208618388,14.4696708176969 49.9903264843036,14.4697299852842 49.9901286766892,14.4697063182493 49.9890863692686,14.4698719875138 49.9887135676958,14.4704991640096 49.9879831725753,14.4707240008614 49.9874962363329,14.4707713349619 49.9871960964167,14.470724000882 49.9869602334295,14.4697773193847 49.9862298116831,14.4691974769689 49.9860167699144,14.4677774547128 49.9856439445553,14.4668544402504 49.9847993702901,14.4666414369459 49.9846015655467,14.466416600084 49.9841374219188,14.4608548462647 49.9842135113495,14.4603815055161 49.9843352541805,14.4596359938357 49.9845711300396,14.4571244412922 49.9858798396279,14.456662934061 49.986092882003,14.4542252291929 49.9868385228723,14.4523619254042 49.9873711164343,14.4510010707658 49.9881033109785,14.4505158964997 49.9882706937505,14.4491313747961 49.9884685090131,14.4483503625633 49.9884761172752,14.4478296877348 49.9882478688631,14.4476048508829 49.9880196193677,14.4465304996128 49.9875631171887,14.4461163264615 49.9874794246444,14.4446844706881 49.98593489059,14.4436549546491 49.9849459941472,14.4428976094512 49.9840101000923,14.4422230988756 49.983272024463,14.4412290832984 49.9825491559033,14.4410515805164 49.9822676146898,14.4407406991287 49.9819281103221,14.4401726902304 49.9798050693121,14.4396165148494 49.9783363875549,14.4392615093863 49.9773387399296,14.4375453387652 49.9754894686289,14.4353167159219 49.9741793781499,14.4335416881119 49.9735477005391,14.4323938367876 49.9732204426107,14.4320388312237 49.9727866321651,14.4319693669047 49.9727972085492,14.4317582844342 49.9727044957045,14.4317582844342 49.9726316497704,14.4318612514888 49.9725886043948,14.4319539218552 49.9726051603165,14.4320929273875 49.97268462864,14.4321083724545 49.9727276739296,14.4320465922044 49.9727905862042)",0,0,999999,10999
1174,325,"LINESTRING(139.751470155284 35.6746538743224,139.748942724227 35.6756453832829,139.748215317264 35.6757154895067,139.747142700194 35.6756754288167,139.746353648547 35.6752748207621,139.745638570469 35.6747239814786,139.745046781763 35.6742833072083)",1958,1959,999999,663
1176,325,"LINESTRING(139.736901990717 35.6777851274835,139.736570727682 35.6781887587167,139.736200492542 35.6783628735311,139.735099530126 35.6783945307247,139.73400831076 35.6785132451016,139.733121695016 35.6787981588854,139.732824532632 35.6790870287704,139.732663772592 35.6794392111696,139.732127905936 35.6801514854558,139.731241290191 35.6808479252747,139.730836954446 35.6811170026538,139.730588507172 35.6814810471039,139.730120841723 35.682478203808,139.730003925389 35.6837261261584,139.729935724182 35.6848498734197)",1958,1959,999999,1142
1177,325,"LINESTRING(139.729944449308 35.6848641342829,139.729652158402 35.6854893106526,139.729194235979 35.6859245571303,139.728122502665 35.686288579633,139.725024219086 35.6874122908004,139.722812551227 35.6879424870505,139.721906449431 35.6880691005566,139.720854202169 35.6880057938336,139.720357307641 35.6879345737028)",1958,1959,999999,983
1178,325,"LINESTRING(139.720367585434 35.6879315978608,139.715860706058 35.6875430504906,139.712826745351 35.6881565454868,139.710653667745 35.6886008877562)",1958,1959,999999,896
1179,325,"LINESTRING(139.71060688722 35.6885934929413,139.709081210402 35.6889156724003,139.707250398191 35.6897830721491,139.70490085584 35.6908735041665)",1958,1959,999999,579
1180,325,"LINESTRING(139.704871961351 35.6908606749135,139.702598702849 35.6919015281055,139.70192740505 35.6921369572958,139.700920458334 35.6920502203099,139.699471065365 35.6920130472848,139.698662456632 35.6921493482817)",1958,1959,999999,600
1181,325,"LINESTRING(139.698670053455 35.6921565405958,139.697890465926 35.6925153261788,139.697214823389 35.693148473278,139.695759593356 35.6935072543987,139.692173490721 35.694625796954,139.689652824388 35.6953855527647,139.687521951818 35.6960819892328,139.686170666778 35.6964196532011,139.683312179192 35.6969050426588,139.682350687917 35.697010561725)",1959,1961,999999,1590
1103,136,"LINESTRING(121.505792689902 31.2915946381896,121.504075601655 31.2923235839099,121.502013984631 31.2931683382197,121.50074444094 31.2937451384222,121.499991492995 31.2946472562887,121.498711601181 31.2968467233141,121.497880816001 31.2981668670154,121.49621187291 31.3017473495382,121.493810700337 31.3057877615096,121.492151608162 31.3089234314079,121.491872319964 31.3101766564747,121.491667987109 31.312391109904,121.491226361483 31.3207401200801,121.490929439287 31.3264744921598,121.490319229976 31.3289232312928,121.489427718685 31.3306082421504,121.488090751595 31.33204013266,121.485341811965 31.3336959622476,121.483404193196 31.3347456241412)",2015,2020,999999,5586
619,191,"LINESTRING(116.42228475493 39.8447443378885,116.42228475493 39.8408216932275,116.422119951673 39.8379744720677,116.422861566342 39.8362028082191,116.424427197269 39.8346209268773,116.426899246123 39.8334819497417,116.431678540598 39.8331022865027,116.435221810608 39.8330390090922,116.440989924625 39.8329124540963,116.446098825588 39.8327858988671,116.448406071185 39.8322163974506,116.450795718423 39.8312672179305,116.452189970043 39.8294903310963,116.453066740898 39.8272944582761,116.45409178356 39.8250023041475,116.454503790932 39.820445643916,116.454915799062 39.8148759827389,116.45511885544 39.811019457266,116.45462444567 39.8088040013651,116.454294839156 39.8068416807998,116.454954052184 39.8046893938314,116.457014092907 39.8023471226462,116.460639764559 39.8007644618122,116.464512641109 39.8000680795056,116.467067091578 39.8000047716734,116.470033550227 39.8007644618122,116.479344934254 39.8032967016621,116.4855250564 39.8061453600389,116.488244309035 39.8069682834669,116.491622775814 39.8069049819875,116.494589234438 39.8059554527931,116.49697888165 39.8048160004617,116.499286127272 39.8024104279719,116.508185501472 39.7912044150471,116.522523383644 39.7737903213041,116.524374085357 39.7712927313855,116.525469449697 39.7704325215251,116.526802936711 39.7698102353474,116.528612669071 39.7696272089379,116.529898531556 39.76986514318,116.531660639418 39.7706704529837,116.535327728697 39.7725006675025,116.544162084341 39.7767282761171,116.556739039547 39.7827003334172,116.56450454217 39.7864881608011,116.569454654039 39.7889474572622,116.575945716572 39.7933284775543,116.586910349243 39.8026961846534,116.598489000193 39.8123321331101,116.603927456775 39.8165769126072)",2007,2010,999999,23747
1105,186,"LINESTRING(116.427129575286 39.9404476579247,116.410056757013 39.9396644948235)",2015,2019,999999,1462
1572,419,"LINESTRING(139.908204295392 35.7287680431468,139.913712421293 35.7265916469043,139.917148906947 35.7251373853742,139.920634137058 35.7237028836979,139.927080593974 35.7209525256751,139.928384508718 35.7204479532493,139.931528527508 35.7191815613307,139.936013019022 35.7172924483159,139.939717599311 35.7157390751611,139.942885989472 35.7143241932421,139.943933995725 35.713908628675,139.945018560351 35.7135326398267,139.947333923006 35.7126025545122,139.95443118708 35.709661133727,139.959524984913 35.7073456823784,139.962617212979 35.7059306512907,139.966492398929 35.7041890399998,139.968174083398 35.7034468645326,139.969867953981 35.702744265399,139.970331026506 35.702566140689,139.971257171171 35.702348432342,139.972232060708 35.7021604108738,139.973158205788 35.7020020766502,139.974267142643 35.7019525971517,139.975034868146 35.7020218684484,139.976277852319 35.7022197861235,139.977862047813 35.7023385364902,139.978849123494 35.702279161329,139.980079921522 35.7021505149863,139.985039671972 35.7016953033188,139.98719661511 35.701536968184,139.990401564471 35.7012301929614,140.004318112482 35.6997754687339,140.008766045794 35.6993499322601,140.009740935331 35.6991025261941,140.010788941615 35.6987264674932,140.011885692325 35.6981227906175,140.013006815325 35.6973607657438,140.014127938294 35.6963909053707,140.015139386174 35.6955496903897,140.016016786766 35.6948173312909,140.020312705257 35.6912289047798,140.022140623158 35.6897542031024,140.023225187754 35.688823840366,140.026709167339 35.685881195187,140.033070321396 35.6805163539504,140.042234283131 35.6726862055382,140.047812769455 35.6680879738265,140.048924061184 35.667105012846,140.051639820818 35.6647918013028,140.053336348982 35.6633440067291,140.056054518195 35.6610295313564,140.057935165792 35.6593946731873)",1894,1894,999999,16143
1471,332,"LINESTRING(139.705060594932 35.6789807797488,139.706155794671 35.6776368621896,139.706901462582 35.6749489591913,139.707507317781 35.6739267751295,139.707996662346 35.672809929441,139.708252985692 35.6722420357978,139.70778694323 35.6715226980622,139.705474605767 35.6686364633364)",2001,2008,999999,1282
1472,332,"LINESTRING(139.705474599482 35.6686382404162,139.704735537243 35.6675963348418,139.703409572643 35.6657420624784,139.702529219101 35.664611818205,139.702181425088 35.6639495582573,139.702181425088 35.6633226137847,139.702314021937 35.6613304782106,139.702379233301 35.6596261814672,139.702487918922 35.659343600255)",2001,2008,999999,1113
1573,419,"LINESTRING(140.057940562149 35.6593816760939,140.060360134457 35.6573798489706,140.061630686128 35.6564013591608,140.062459306799 35.655979437843,140.063906630859 35.6552343372893,140.066381444548 35.653977525437,140.06870158212 35.6527745586539,140.069861651027 35.6523795506146,140.071099057885 35.6520743157897,140.072999361243 35.6517690797872,140.079277371003 35.6510329176918,140.080249619223 35.6507994990001,140.081199770901 35.6505481242574,140.082116777768 35.6501620829206,140.083066929446 35.6495605729487,140.083652488049 35.6491206598043,140.084381674235 35.6485101642161,140.084934088026 35.6478817078603,140.085596984552 35.646912079779,140.086116253475 35.6461579164797,140.090671985384 35.6396807643748,140.092537843476 35.6370390222022,140.096990298472 35.6309149722555,140.100393166924 35.6259399587735,140.103468461992 35.6225076598783,140.106307077052 35.6190881412149,140.109453493701 35.6158074899553,140.111368703824 35.6143339333036,140.113489115078 35.6134720290938,140.11458352085 35.6131661898798,140.115848927543 35.6131105826307,140.117216934823 35.6134998325976,140.118140339717 35.6141671138582,140.12268896377 35.6171420083986,140.125766980085 35.6192549503966,140.130999606942 35.6227022624738,140.132162413134 35.6235084671858,140.13667683702 35.626788802543,140.141225461115 35.630263587266,140.149365104202 35.6361286812283,140.151348714745 35.6376574264752,140.152956123236 35.6390193748894,140.153645899439 35.6403091778624,140.154295702869 35.6419490176632,140.154569304334 35.6440057183074,140.156826515667 35.656678272961,140.157373718553 35.6577064403097,140.158399723991 35.6595126481923,140.159801931395 35.6605685661829,140.160998937754 35.661207667655,140.165765951402 35.6629967258566)",1894,1894,999999,15273
1158,324,"LINESTRING(139.749400903208 35.6704260353144,139.758106886594 35.6675170309498)",1938,1939,999999,852
1183,325,"LINESTRING(139.670282166419 35.6974907210846,139.662570866558 35.6974163896908,139.659985178481 35.6977137148388,139.657788487708 35.6980110388665,139.654676509124 35.6980296215858,139.649459368568 35.6979367079693,139.648155083422 35.697825211482)",1959,1961,999999,2008
1184,325,"LINESTRING(139.64814234123 35.697838382519,139.644870187286 35.6977640514609,139.641552268941 35.6977826342261,139.639378460355 35.6980985407117,139.63750212033 35.6986746022359,139.635534251532 35.6994364836727)",1959,1961,999999,1175
1182,325,"LINESTRING(139.682313563691 35.6970275345166,139.677063979116 35.6976419709556,139.675096839888 35.6976608766213,139.670301210535 35.6975096312057)",1959,1961,999999,1092
1189,333,"LINESTRING(139.812984504437 35.7107997985998,139.812359270132 35.7103232055395,139.81152349772 35.7097481818464,139.810158190038 35.7091472515759,139.808907721429 35.7088623262464,139.807880550774 35.7088053410558,139.80646420368 35.7087328143975,139.804339682623 35.7086395655579)",1956,1960,999999,848
1154,324,"LINESTRING(139.712618881786 35.6651355068025,139.713628837948 35.6662159496845,139.714704981002 35.6674503705014,139.716651298935 35.6698459495506,139.717074934414 35.6701008898012,139.717941514934 35.6704036147543)",1934,1938,999999,771
1155,324,"LINESTRING(139.71793662439 35.6704060243995,139.71957308549 35.6710384680839,139.72117584109 35.6717092406993,139.724092542531 35.6727103810778)",1934,1938,999999,613
1156,324,"LINESTRING(139.724093269389 35.672711953973,139.726749057666 35.6735166039732,139.728062299549 35.6739367800737,139.72940484588 35.6743986133431,139.730997529103 35.6747611812186,139.736138258217 35.6778233271268,139.736540305544 35.6779602758422,139.736701426848 35.6779085866709,139.736836464903 35.6777456617099)",1934,1938,999999,1319
1470,332,"LINESTRING(139.70472740648 35.690645602864,139.702911956837 35.6879585305923,139.702971675574 35.6874055839105,139.703437481735 35.6857661229878,139.703847125956 35.6845051923823,139.704480144591 35.6835835725594,139.704623469541 35.6831567134565,139.704563750804 35.6807022292954,139.704599103957 35.6797549472324,139.705041022618 35.6790176083333)",2001,2008,999999,1368
1069,268,"LINESTRING(-46.6407921757337 -23.5328663966498,-46.641361238357 -23.5320576937349,-46.6417032898026 -23.5312024256494,-46.6424447417404 -23.5300765103533,-46.6435417480349 -23.5291349624982,-46.6450589532594 -23.5285786723734,-46.6462493370948 -23.5285360664644,-46.6474864096879 -23.5287931101389,-46.6500772768062 -23.5289433373293,-46.6529482765369 -23.5283230364529,-46.6593439187855 -23.526418907333,-46.6634051225599 -23.525970228797,-46.6660862498989 -23.5258670161671,-46.6684858909254 -23.5256943178636,-46.6701346915392 -23.5253588471064,-46.6761497183104 -23.5249658473261,-46.6781336314024 -23.5249287925273,-46.6794990981028 -23.5244607766865,-46.6830589370186 -23.5227513044005,-46.6851125236976 -23.5224631479206,-46.6944138226643 -23.5220045596959,-46.705489294885 -23.5173077703419,-46.7060696268525 -23.5171877671157,-46.7066032700756 -23.5172818179748,-46.711545724389 -23.5202525873459,-46.7123027780613 -23.5203959337382,-46.7153008926916 -23.5199399421487,-46.7179355305404 -23.5187710933064,-46.725585933489 -23.5190020019976,-46.7289041776308 -23.5195585825899,-46.7307267103989 -23.5194087715546,-46.7318956003926 -23.5195158209662,-46.7331161914161 -23.5202436873318,-46.7448951274016 -23.5296617081978,-46.7466826435882 -23.5304964629232,-46.7479098945493 -23.5309031479703,-46.7521385697089 -23.5306035515526,-46.7562972117216 -23.5287843128556,-46.757185969109 -23.5286345125822,-46.7581214152449 -23.5287415546078,-46.7598055524633 -23.5294211645674,-46.7636373730707 -23.5327975600524,-46.7643977363437 -23.5332978759272,-46.7654382322121 -23.5333273292613,-46.7677993565857 -23.5325301228472,-46.7708080861945 -23.5314190829885,-46.7779216541369 -23.5262309690095,-46.7805270597939 -23.5250257978636,-46.7871852229413 -23.5230863205486,-46.7885112701317 -23.5231793681322,-46.7895104959501 -23.5238717381407,-46.7909999538472 -23.5255700988748,-46.7925827892973 -23.5259842049799,-46.800480280815 -23.5252424928932,-46.8019177328425 -23.5246824913887,-46.8042939101751 -23.5233536776658,-46.8058296896707 -23.5228382240037,-46.8076774408014 -23.5227456186411,-46.8121970860196 -23.5237022735022,-46.8209408869669 -23.5232443162241,-46.8228681275098 -23.5224438849583,-46.8256526098278 -23.5222149041713,-46.82778344933 -23.5210869257796,-46.8316651177185 -23.5205582750853,-46.8333524138961 -23.5199011924659,-46.8371835506016 -23.5173370460162,-46.8401262719138 -23.5165472816246,-46.8440021042004 -23.5163236416772,-46.8520445769453 -23.5168432846671,-46.8559784379821 -23.517876653941,-46.8570629163183 -23.5177754489277,-46.8644503785405 -23.5138640409119,-46.8653311112867 -23.5128929775645,-46.8665853541794 -23.5105518990974,-46.8674427425468 -23.5098376911518,-46.8684401972177 -23.5096372394557,-46.8699098579014 -23.509910643705,-46.8725467378227 -23.5121534356655,-46.8752059265472 -23.512700234154,-46.8776433436489 -23.5129687511429,-46.8793615562144 -23.5127468986393,-46.88640228849 -23.5102131585058,-46.8875509638637 -23.5103688259823,-46.8886577510245 -23.5114079750141,-46.8888760868491 -23.5118925268859,-46.8899815092925 -23.5180710026289,-46.8907393428374 -23.5194149034074,-46.8924776405505 -23.5212725056867,-46.8943551267948 -23.5253728638534,-46.8954389415898 -23.5261127995853,-46.8965577691906 -23.5265637687524,-46.8972188084658 -23.5265561270305,-46.8989886270133 -23.526270255209,-46.8999898519039 -23.5264480432362,-46.904026824962 -23.5285741980774,-46.9073724760204 -23.5292621812772,-46.9083722823048 -23.5296019348963,-46.9094686814661 -23.5302384045739,-46.9105512921003 -23.5305997691622,-46.9116070555574 -23.5306682928945,-46.9129037909049 -23.5304234557002,-46.9142202494365 -23.529731887236,-46.9154235211212 -23.5293653287998,-46.9166674858795 -23.5293109995523,-46.9194990803352 -23.5291675281614,-46.9203923863351 -23.5293517011748,-46.9209717199944 -23.5297007461819,-46.9215341029677 -23.530356167129,-46.922747257433 -23.5328462818853,-46.9235376508611 -23.5343978041893,-46.92406967539 -23.5349740029637,-46.9246292090984 -23.535273481442,-46.9256580565475 -23.5357170278575,-46.9266520940725 -23.5357244995293,-46.9305550066317 -23.53485307815,-46.9311738646601 -23.5347717241864,-46.9317022056947 -23.5348506017843,-46.9321869874779 -23.5349934308773,-46.9326927953246 -23.5353056560397,-46.9332526412724 -23.5359460955221,-46.933511219372 -23.536749255736,-46.9330476663736 -23.541255776715,-46.9332410757201 -23.5424578346762,-46.9334356022068 -23.5434039403507,-46.9371986042777 -23.5479102031426,-46.9377365981185 -23.5482456556373,-46.9385131839708 -23.5484523699747,-46.9392027393442 -23.5484180452867,-46.9397732812874 -23.5481891691659,-46.9403222229574 -23.5479017596961,-46.9432451752124 -23.5460602678774,-46.9503878639017 -23.5441810885669,-46.9545435559257 -23.5441242962542,-46.9555994318744 -23.5436219268383,-46.9568345699395 -23.5425678450869,-46.9576351256483 -23.5419696508684,-46.9583598443878 -23.5416613197815,-46.9620174083299 -23.5412469532383,-46.9642532782276 -23.5398314919238,-46.9650386586888 -23.5388590780034,-46.9652417873809 -23.5377426914918,-46.964577206908 -23.5352972169824,-46.9645912960272 -23.5346006958871,-46.9647474984443 -23.5339016380521,-46.9651602083685 -23.5332133994511,-46.9657344183331 -23.5328098124203,-46.9662991155817 -23.5325331986347,-46.9670393055661 -23.5324631330987,-46.9680620175536 -23.5322910022198,-46.9692367960629 -23.5319708950503,-46.971126403278 -23.5316981597182,-46.9717564414514 -23.5314474456519,-46.972284192705 -23.5310219611266,-46.9732588458843 -23.5293441318335,-46.9740390563045 -23.5287458816011,-46.9778753714405 -23.5274844252542,-46.9787019817727 -23.5274213785269,-46.979644755818 -23.5277379645237,-46.9801833215378 -23.5281476278885,-46.9814067184776 -23.5296736719691,-46.9839515901843 -23.5306365769779)",1872,1875,999999,41688
